time_tick,lac_X_value,lac_Y_value,lac_Z_value
11.561558,-1.546782,0.496182,-0.135799
11.576634,-1.519939,0.481014,-0.127128
11.591648,-1.463977,0.436701,-0.090870
11.616764,-1.486816,0.442718,-0.077978
11.646855,-1.584906,0.525560,-0.041801
11.651860,-1.611141,0.535690,-0.066576
11.671910,-1.652020,0.547442,-0.113711
11.691960,-1.690309,0.557622,-0.139549
11.712040,-1.665282,0.532851,-0.160381
11.732090,-1.693238,0.500936,-0.098344
11.752171,-1.705476,0.511153,-0.063656
11.772221,-1.667731,0.544419,-0.092112
11.797337,-1.593886,0.556813,-0.126522
11.812352,-1.543002,0.534411,-0.172390
11.832402,-1.588936,0.468129,-0.133116
11.852482,-1.571401,0.479763,-0.097890
11.877598,-1.566886,0.474909,-0.080749
11.892613,-1.564442,0.447120,-0.103399
11.912663,-1.565235,0.501112,-0.126579
11.932743,-1.596997,0.514320,-0.093632
11.957829,-1.617024,0.493837,-0.090760
11.972874,-1.625573,0.464432,-0.087673
11.992924,-1.542570,0.515773,-0.083831
12.012974,-1.543597,0.456754,-0.110953
12.038090,-1.558712,0.510711,-0.115185
12.053105,-1.649594,0.537017,-0.122868
12.073185,-1.638547,0.498672,-0.113305
12.093235,-1.684097,0.534041,-0.107829
12.118351,-1.695289,0.495024,-0.140025
12.133366,-1.604438,0.532062,-0.132154
12.153416,-1.581547,0.533759,-0.097372
12.173497,-1.562582,0.465115,-0.104454
12.198613,-1.562212,0.491203,-0.076655
12.213627,-1.598958,0.502435,-0.136110
12.233673,-1.663598,0.515442,-0.126610
12.253754,-1.583421,0.498299,-0.049710
12.278839,-1.601008,0.413821,-0.050573
12.293884,-1.564859,0.676738,-0.174079
12.313934,-1.613374,0.441200,-0.142678
12.333984,-1.652379,0.523109,0.027067
12.359100,-1.794577,0.541563,-0.101409
12.374115,-1.470231,0.515199,-0.046250
12.394196,-1.594431,0.584945,-0.210965
12.414246,-1.563164,0.415347,-0.161133
12.439362,-1.531826,0.539802,-0.119673
12.454376,-1.586171,0.513557,-0.089262
12.474426,-1.630933,0.575661,-0.094564
12.494507,-1.646651,0.480687,-0.127883
12.514557,-1.672380,0.456853,-0.121462
12.534638,-1.662432,0.528216,-0.084974
12.554688,-1.656059,0.534254,-0.095073
